# ID,label,Linearity,Sphericity,Planarity,Verticality,Hull Area,Relative Height
  96.00000,   0.00000,   0.19356,   0.07052,   0.73589,   0.00052, 223.76207,   8.22000
  97.00000,   0.00000,   0.21560,   0.08119,   0.70317,   0.03941, 163.75883,   7.08000
  98.00000,   0.00000,   0.22992,   0.07153,   0.69851,   0.00609, 450.63507,   7.77000
  99.00000,   0.00000,   0.83059,   0.08672,   0.08267,   0.43003, 162.83449,   8.36000
 100.00000,   1.00000,   0.69206,   0.02527,   0.28266,   0.84706,   8.86494,   1.25000
 101.00000,   1.00000,   0.43581,   0.03631,   0.52785,   0.03514,  10.28288,   1.51000
 102.00000,   1.00000,   0.38178,   0.07423,   0.54395,   0.97472,  11.17347,   1.69000
 103.00000,   1.00000,   0.32285,   0.02865,   0.64846,   0.02500,   9.25116,   1.25000
 104.00000,   1.00000,   0.15654,   0.24242,   0.60100,   0.91036,  12.52937,   1.38000
 105.00000,   1.00000,   0.20666,   0.04242,   0.75088,   0.89638,   9.09471,   0.96000
 106.00000,   1.00000,   0.70844,   0.02073,   0.27081,   0.94702,   8.19102,   1.15000
 107.00000,   1.00000,   0.37018,   0.05010,   0.57969,   0.81783,   8.39160,   1.09000
 108.00000,   1.00000,   0.57513,   0.03082,   0.39402,   0.98346,   6.29159,   1.47000
 109.00000,   1.00000,   0.14414,   0.03920,   0.81662,   0.96967,   7.17418,   0.99000
 110.00000,   1.00000,   0.59337,   0.13581,   0.27080,   0.57677,  14.89493,   1.69000
 111.00000,   1.00000,   0.37367,   0.03316,   0.59313,   0.02978,  10.33004,   1.12000
 112.00000,   1.00000,   0.71602,   0.04479,   0.23918,   0.84033,   8.30412,   1.56000
 113.00000,   1.00000,   0.48948,   0.01516,   0.49532,   0.98697,   9.62433,   1.00000
 114.00000,   1.00000,   0.35890,   0.11673,   0.52434,   0.01996,  13.89010,   1.33000
 115.00000,   1.00000,   0.53582,   0.04320,   0.42095,   0.04124,   8.17458,   1.38000
 116.00000,   1.00000,   0.42900,   0.18990,   0.38107,   0.76408,   5.60289,   1.43000
 117.00000,   1.00000,   0.08752,   0.03225,   0.88019,   0.00245,   8.62659,   1.09000
 118.00000,   1.00000,   0.68526,   0.03163,   0.28309,   0.90877,   6.61419,   1.27000
 119.00000,   1.00000,   0.67248,   0.02397,   0.30354,   0.93664,   8.18475,   1.03000
 120.00000,   1.00000,   0.63055,   0.03586,   0.33357,   0.82482,   7.13160,   1.10000
 121.00000,   1.00000,   0.62845,   0.03332,   0.33822,   0.87082,   7.61163,   1.26000
 122.00000,   1.00000,   0.55626,   0.05951,   0.38422,   0.01668,   8.59353,   1.69000
 123.00000,   1.00000,   0.75381,   0.02146,   0.22471,   0.78781,   8.72217,   1.24000
 124.00000,   1.00000,   0.47284,   0.18064,   0.34649,   0.91423,  12.87499,   1.59000
 125.00000,   1.00000,   0.57086,   0.02676,   0.40235,   0.02803,   7.79772,   1.43000
 126.00000,   1.00000,   0.06488,   0.17907,   0.75600,   0.12812,   8.00998,   1.33000
 127.00000,   1.00000,   0.40923,   0.04945,   0.54129,   0.93166,  14.68989,   1.33000
 128.00000,   1.00000,   0.66326,   0.02299,   0.31374,   0.74293,   6.81889,   1.38000
 129.00000,   1.00000,   0.50806,   0.05523,   0.43668,   0.79285,  10.78225,   1.48000
 130.00000,   1.00000,   0.46397,   0.05801,   0.47798,   0.90806,   8.81977,   1.23000
 131.00000,   1.00000,   0.61629,   0.02988,   0.35380,   0.73157,   9.88334,   1.30000
 132.00000,   1.00000,   0.52413,   0.05696,   0.41889,   0.82111,   8.95834,   1.15000
 133.00000,   1.00000,   0.25132,   0.09221,   0.65643,   0.15011,  10.94272,   1.51000
 134.00000,   1.00000,   0.29544,   0.05763,   0.64689,   0.90309,  10.03240,   1.31000
 135.00000,   1.00000,   0.55919,   0.06209,   0.37870,   0.08753,  10.76440,   1.66000
 136.00000,   1.00000,   0.57994,   0.03757,   0.38247,   0.02238,   8.88224,   1.22000
 137.00000,   1.00000,   0.69310,   0.04868,   0.25821,   0.92697,   7.10742,   1.03000
 138.00000,   1.00000,   0.67311,   0.09805,   0.22882,   0.54763,   6.20334,   1.19000
 139.00000,   1.00000,   0.40535,   0.04338,   0.55124,   0.89933,   8.52955,   1.48000
 140.00000,   1.00000,   0.52827,   0.04748,   0.42421,   0.94334,   9.24194,   1.31000
 141.00000,   1.00000,   0.68740,   0.03320,   0.27939,   0.92241,   7.37130,   0.98000
 142.00000,   1.00000,   0.63292,   0.04901,   0.31806,   0.91552,   8.00279,   1.26000
 143.00000,   1.00000,   0.15595,   0.04986,   0.79414,   0.00221,   8.74345,   1.85000
 144.00000,   1.00000,   0.03128,   0.07834,   0.89033,   0.03561,   9.68236,   1.38000
 145.00000,   1.00000,   0.73872,   0.02873,   0.23253,   0.96254,   6.68329,   1.63000
 146.00000,   1.00000,   0.69289,   0.05049,   0.25661,   0.93879,   7.35991,   1.16000
 147.00000,   1.00000,   0.32458,   0.01380,   0.66158,   0.97627,  10.05250,   1.81000
 148.00000,   1.00000,   0.41794,   0.05678,   0.52524,   0.05260,   8.66794,   1.42000
 149.00000,   1.00000,   0.68884,   0.03678,   0.27436,   0.96202,   8.29900,   1.38000
 150.00000,   1.00000,   0.16877,   0.04941,   0.78179,   0.02302,   8.90249,   1.02000
 151.00000,   1.00000,   0.51425,   0.06119,   0.42455,   0.87834,   8.84955,   1.22000
 152.00000,   1.00000,   0.27397,   0.09621,   0.62978,   0.90645,  14.82450,   1.46000
 153.00000,   1.00000,   0.86257,   0.02662,   0.11080,   0.83290,   6.47625,   1.11000
 154.00000,   1.00000,   0.76892,   0.01440,   0.21667,   0.94483,   5.96297,   0.67000
 155.00000,   1.00000,   0.65022,   0.02830,   0.32147,   0.92401,   9.00344,   0.98000
 156.00000,   1.00000,   0.48642,   0.10033,   0.41323,   0.99781,  13.04421,   1.60000
 157.00000,   1.00000,   0.33721,   0.03857,   0.62418,   0.02364,   9.26575,   1.01000
 158.00000,   1.00000,   0.33384,   0.04359,   0.62253,   0.02642,   7.98480,   1.47000
 159.00000,   1.00000,   0.81440,   0.01506,   0.17053,   0.84275,   6.55110,   0.85000
 160.00000,   1.00000,   0.53502,   0.03052,   0.43444,   0.88083,   8.07495,   1.13000
 161.00000,   1.00000,   0.39785,   0.03805,   0.56407,   0.68732,   9.32291,   1.48000
 162.00000,   1.00000,   0.30522,   0.06266,   0.63209,   0.07423,  13.16259,   1.49000
 163.00000,   1.00000,   0.67877,   0.00962,   0.31159,   0.99331,   3.44042,   0.49000
 164.00000,   1.00000,   0.08926,   0.05823,   0.85248,   0.00248,  11.07593,   1.30000
 165.00000,   1.00000,   0.83127,   0.02300,   0.14572,   0.93626,   7.86262,   1.31000
 166.00000,   1.00000,   0.66714,   0.01320,   0.31964,   0.97993,   8.97563,   1.62000
 167.00000,   1.00000,   0.70372,   0.02773,   0.26854,   0.89033,   7.38482,   0.98000
 168.00000,   1.00000,   0.45262,   0.03140,   0.51594,   0.97791,  11.67682,   1.56000
 169.00000,   1.00000,   0.29192,   0.02769,   0.68035,   0.99695,   9.97085,   1.28000
 170.00000,   1.00000,   0.24195,   0.04154,   0.71647,   0.01627,   7.79099,   1.04000
 171.00000,   1.00000,   0.46269,   0.07472,   0.46256,   0.84374,  10.03469,   1.18000
 172.00000,   1.00000,   0.62648,   0.02584,   0.34766,   0.94923,   7.44543,   1.30000
 173.00000,   1.00000,   0.48120,   0.04296,   0.47581,   0.89140,   7.71157,   1.09000
 174.00000,   1.00000,   0.62456,   0.05158,   0.32385,   0.94410,   7.38714,   1.32000
 175.00000,   1.00000,   0.85234,   0.03826,   0.10939,   0.92789,   6.04230,   1.20000
 176.00000,   1.00000,   0.40367,   0.09554,   0.50076,   0.94466,  11.13019,   1.28000
 177.00000,   1.00000,   0.36288,   0.02481,   0.61227,   0.99362,   9.19187,   1.14000
 178.00000,   1.00000,   0.66617,   0.03150,   0.30232,   0.84366,   7.55716,   1.77000
 179.00000,   1.00000,   0.18391,   0.02090,   0.79514,   0.00595,   7.92737,   1.22000
 180.00000,   1.00000,   0.54745,   0.08962,   0.36292,   0.94760,   7.44340,   0.95000
 181.00000,   1.00000,   0.07403,   0.08723,   0.83870,   0.01579,  11.50012,   1.10000
 182.00000,   1.00000,   0.38547,   0.05852,   0.55597,   0.64921,   9.18636,   1.04000
 183.00000,   1.00000,   0.31975,   0.07810,   0.60211,   0.94772,  10.47317,   1.48000
 184.00000,   1.00000,   0.31168,   0.02420,   0.66408,   0.98328,  11.10201,   1.63000
 185.00000,   1.00000,   0.11236,   0.06887,   0.81874,   0.03153,  13.31413,   1.32000
 186.00000,   1.00000,   0.37893,   0.01117,   0.60988,   0.81155,   8.43776,   0.96000
 187.00000,   1.00000,   0.49014,   0.09893,   0.41090,   0.88144,  10.71248,   1.11000
 188.00000,   1.00000,   0.57146,   0.17344,   0.25507,   0.89696,  10.70871,   1.40000
 189.00000,   1.00000,   0.55653,   0.07130,   0.37215,   0.04564,  11.29787,   1.46000
 190.00000,   1.00000,   0.20130,   0.04959,   0.74906,   0.91120,   8.93464,   1.22000
 191.00000,   1.00000,   0.55128,   0.01287,   0.43581,   0.99542,   8.59181,   1.73000
 192.00000,   1.00000,   0.17881,   0.06904,   0.75211,   0.02850,   8.67410,   1.36000
 193.00000,   1.00000,   0.69031,   0.02567,   0.28400,   0.98684,   8.18776,   1.32000
 194.00000,   1.00000,   0.42421,   0.02082,   0.55494,   0.96522,  12.28750,   1.24000
 195.00000,   1.00000,   0.83468,   0.04674,   0.11857,   0.82603,   5.40282,   1.15000
 196.00000,   1.00000,   0.55657,   0.04841,   0.39501,   0.90142,   8.93780,   1.25000
 197.00000,   1.00000,   0.22162,   0.03655,   0.74180,   0.95710,   9.20600,   1.03000
 198.00000,   1.00000,   0.36848,   0.04428,   0.58720,   0.04544,   8.04453,   1.18000
 199.00000,   1.00000,   0.33061,   0.06442,   0.60495,   0.89524,  10.00127,   0.85000
 200.00000,   2.00000,   0.94468,   0.03781,   0.01751,   0.98018,  13.04739,   1.73000
 201.00000,   2.00000,   0.81397,   0.06601,   0.12001,   0.93493, 277.54947,   1.91000
 202.00000,   2.00000,   0.95634,   0.00425,   0.03941,   0.91940,  21.95217,   2.48000
 203.00000,   2.00000,   0.92981,   0.00784,   0.06234,   0.97113,  14.53158,   1.37000
 204.00000,   2.00000,   0.95376,   0.00317,   0.04307,   0.97370,1275.06934,   2.71000
 205.00000,   2.00000,   0.98880,   0.00194,   0.00925,   0.61198,   5.97937,   2.23000
 206.00000,   2.00000,   0.97706,   0.00745,   0.01548,   0.99751,   4.63516,   2.00000
 207.00000,   2.00000,   0.97380,   0.01096,   0.01524,   0.92142,  51.38210,   2.33000
 208.00000,   2.00000,   0.94880,   0.03767,   0.01352,   0.95199, 217.65511,   2.37000
 209.00000,   2.00000,   0.63265,   0.01657,   0.35077,   0.68808,  27.33938,   3.33000
 210.00000,   2.00000,   0.89602,   0.01775,   0.08623,   0.72101,  77.63789,   2.92000
 211.00000,   2.00000,   0.97225,   0.00651,   0.02123,   0.99378,   3.91519,   1.46000
 212.00000,   2.00000,   0.96428,   0.01040,   0.02532,   0.92311,   7.11577,   1.81000
 213.00000,   2.00000,   0.94942,   0.00744,   0.04314,   0.84893,1887.22937,   3.60000
 214.00000,   2.00000,   0.97832,   0.00291,   0.01877,   0.98870,   6.14695,   1.45000
 215.00000,   2.00000,   0.77770,   0.11616,   0.10613,   0.98388, 938.87531,   3.31000
 216.00000,   2.00000,   0.40831,   0.13969,   0.45199,   0.05192, 676.19897,   1.77000
 217.00000,   2.00000,   0.81274,   0.10389,   0.08337,   0.77959, 103.30141,   2.76000
 218.00000,   2.00000,   0.97907,   0.00298,   0.01795,   0.98919,  13.05397,   1.40000
 219.00000,   2.00000,   0.95504,   0.02627,   0.01868,   0.98197,   4.00395,   1.38000
 220.00000,   2.00000,   0.98710,   0.00576,   0.00713,   0.99502, 985.69141,   2.74000
 221.00000,   2.00000,   0.93040,   0.03353,   0.03606,   0.95480,  27.02599,   1.42000
 222.00000,   2.00000,   0.90332,   0.01017,   0.08650,   0.99938,  10.49598,   1.51000
 223.00000,   2.00000,   0.99084,   0.00550,   0.00366,   0.99977,  18.68611,   1.32000
 224.00000,   2.00000,   0.97393,   0.00724,   0.01883,   0.94199, 647.78528,   3.33000
 225.00000,   2.00000,   0.98587,   0.01204,   0.00208,   0.94180,  23.48526,   1.49000
 226.00000,   2.00000,   0.89429,   0.01519,   0.09051,   0.98457, 751.64935,   2.56000
 227.00000,   2.00000,   0.96065,   0.02952,   0.00983,   0.99778,  89.33231,   1.85000
 228.00000,   2.00000,   0.96495,   0.01138,   0.02367,   0.99180,  30.39240,   2.50000
 229.00000,   2.00000,   0.67165,   0.10501,   0.22333,   0.98998, 139.10838,   2.30000
 230.00000,   2.00000,   0.91475,   0.01276,   0.07249,   0.91109,  17.41073,   2.08000
 231.00000,   2.00000,   0.75491,   0.07902,   0.16606,   0.99670,   6.48463,   1.42000
 232.00000,   2.00000,   0.95162,   0.00884,   0.03954,   0.99626, 138.20512,   1.97000
 233.00000,   2.00000,   0.92583,   0.00720,   0.06697,   0.96398, 145.16951,   2.48000
 234.00000,   2.00000,   0.77719,   0.12276,   0.10004,   0.98792, 770.63812,   2.64000
 235.00000,   2.00000,   0.91292,   0.03807,   0.04901,   0.77128, 110.72543,   2.90000
 236.00000,   2.00000,   0.96524,   0.00974,   0.02501,   0.99729,  14.84627,   2.46000
 237.00000,   2.00000,   0.73784,   0.04635,   0.21581,   0.99983,  12.91195,   1.85000
 238.00000,   2.00000,   0.96530,   0.00787,   0.02683,   0.98615,   3.83930,   1.47000
 239.00000,   2.00000,   0.96053,   0.00858,   0.03089,   0.98109,  30.40672,   1.46000
 240.00000,   2.00000,   0.93319,   0.01114,   0.05566,   0.98977,  54.10516,   2.15000
 241.00000,   2.00000,   0.96651,   0.02326,   0.01023,   0.92201,  28.20844,   2.21000
 242.00000,   2.00000,   0.97061,   0.00841,   0.02097,   0.99171,  10.27328,   1.78000
 243.00000,   2.00000,   0.95593,   0.00975,   0.03432,   0.96350,   3.65116,   1.44000
 244.00000,   2.00000,   0.97937,   0.00805,   0.01258,   0.90195,  28.06772,   2.48000
 245.00000,   2.00000,   0.92766,   0.02101,   0.05133,   0.93118, 386.32404,   2.79000
 246.00000,   2.00000,   0.62236,   0.09836,   0.27928,   0.07889, 349.94092,   2.95000
 247.00000,   2.00000,   0.96420,   0.00950,   0.02629,   0.99829,2854.74097,   3.33000
 248.00000,   2.00000,   0.81527,   0.13367,   0.05105,   0.98831,1536.53052,   3.48000
 249.00000,   2.00000,   0.68248,   0.03146,   0.28606,   0.94630,  51.84994,   2.16000
 250.00000,   2.00000,   0.89751,   0.00104,   0.10144,   0.97475,  78.56157,   0.87000
 251.00000,   2.00000,   0.82778,   0.06065,   0.11156,   0.94524, 633.66119,   2.81000
 252.00000,   2.00000,   0.90969,   0.00766,   0.08265,   0.96549,1212.65186,   3.13000
 253.00000,   2.00000,   0.55005,   0.05277,   0.39716,   0.77090,  13.05749,   2.51000
 254.00000,   2.00000,   0.98054,   0.01162,   0.00784,   0.98007,   7.37954,   1.78000
 255.00000,   2.00000,   0.97832,   0.01345,   0.00822,   0.96850,  10.70221,   1.21000
 256.00000,   2.00000,   0.93881,   0.00595,   0.05524,   0.97433, 145.70134,   1.69000
 257.00000,   2.00000,   0.76324,   0.07000,   0.16675,   0.98738, 511.30219,   2.66000
 258.00000,   2.00000,   0.63510,   0.01385,   0.35104,   0.96276,  14.87010,   2.08000
 259.00000,   2.00000,   0.90433,   0.01487,   0.08079,   0.92846,  10.47180,   1.85000
 260.00000,   2.00000,   0.81605,   0.01717,   0.16676,   0.87969,  56.09475,   1.54000
 261.00000,   2.00000,   0.20215,   0.23496,   0.56285,   0.11753, 778.46948,   2.61000
 262.00000,   2.00000,   0.82305,   0.09226,   0.08468,   0.97471,  29.69667,   2.55000
 263.00000,   2.00000,   0.94574,   0.01480,   0.03946,   0.97327,  10.63810,   1.72000
 264.00000,   2.00000,   0.91878,   0.00770,   0.07351,   0.96775,  22.49313,   2.25000
 265.00000,   2.00000,   0.98415,   0.00185,   0.01400,   0.98097, 330.59219,   1.81000
 266.00000,   2.00000,   0.97639,   0.00730,   0.01631,   0.94996, 624.81567,   2.32000
 267.00000,   2.00000,   0.81891,   0.03170,   0.14938,   0.59899,  92.40558,   2.77000
 268.00000,   2.00000,   0.96084,   0.01130,   0.02785,   0.98800,   5.46819,   1.47000
 269.00000,   2.00000,   0.76785,   0.16904,   0.06310,   0.92714,   9.63763,   2.49000
 270.00000,   2.00000,   0.97022,   0.00735,   0.02242,   0.98768,  45.93197,   2.09000
 271.00000,   2.00000,   0.84790,   0.01892,   0.13316,   0.95457,  16.60753,   1.54000
 272.00000,   2.00000,   0.46275,   0.03071,   0.50653,   0.99271,  15.53287,   1.42000
 273.00000,   2.00000,   0.98978,   0.00240,   0.00781,   0.97379, 101.76958,   2.51000
 274.00000,   2.00000,   0.99231,   0.00165,   0.00605,   0.98914,   8.93452,   1.50000
 275.00000,   2.00000,   0.89770,   0.01624,   0.08606,   0.68722, 143.05705,   2.90000
 276.00000,   2.00000,   0.91623,   0.03805,   0.04572,   0.98776,  22.33552,   1.40000
 277.00000,   2.00000,   0.95315,   0.01367,   0.03317,   0.94433,  19.85199,   2.64000
 278.00000,   2.00000,   0.97833,   0.00329,   0.01839,   0.93744,  87.11785,   3.08000
 279.00000,   2.00000,   0.97678,   0.00478,   0.01844,   0.98651, 106.37486,   2.15000
 280.00000,   2.00000,   0.68611,   0.04478,   0.26910,   0.87229,  33.94061,   1.21000
 281.00000,   2.00000,   0.92579,   0.00582,   0.06839,   0.95179,  28.78128,   3.24000
 282.00000,   2.00000,   0.83327,   0.03067,   0.13606,   0.99718,  37.61879,   1.57000
 283.00000,   2.00000,   0.96805,   0.01165,   0.02029,   0.98851,  10.16894,   1.65000
 284.00000,   2.00000,   0.75609,   0.01108,   0.23282,   0.68854, 307.30862,   2.58000
 285.00000,   2.00000,   0.55543,   0.03324,   0.41132,   0.80521, 402.74103,   2.83000
 286.00000,   2.00000,   0.25676,   0.22183,   0.52140,   0.57123, 923.91357,   4.18000
 287.00000,   2.00000,   0.73644,   0.10432,   0.15924,   0.99592,  12.82781,   2.11000
 288.00000,   2.00000,   0.94474,   0.00890,   0.04635,   0.74164,1066.46216,   3.81000
 289.00000,   2.00000,   0.88544,   0.01021,   0.10434,   0.81644,1847.14307,   2.86000
